method,dataset,dim,peak_memory_mb,vec_size,ef_search,qps,n_cmp,recall@1,recall@10,recall@100,recall@1000
PQ,gist,960,4136,240,40,8148.04,1691,0.555,0.6327,0.56239,0.302751
PQ,gist,960,4136,240,50,6327.28,2018,0.573,0.6526,0.60268,0.344003
PQ,gist,960,4136,240,60,5734.03,2339,0.588,0.666,0.63268,0.380831
PQ,gist,960,4136,240,70,5079.31,2666,0.604,0.6759,0.65682,0.414361
PQ,gist,960,4136,240,80,4602.24,2985,0.605,0.6833,0.67371,0.444134
PQ,gist,960,4136,240,90,4201.28,3307,0.612,0.6907,0.68702,0.471126
PQ,gist,960,4136,240,100,3863.93,3629,0.612,0.6952,0.698239,0.495598
PQ,gist,960,4136,240,110,3563.09,3953,0.612,0.6971,0.70799,0.518988
PQ,gist,960,4136,240,120,4092.72,4276,0.613,0.7004,0.716659,0.539848
PQ,gist,960,4136,240,130,4012.41,4596,0.613,0.7026,0.72313,0.558786
PQ,gist,960,4136,240,140,3791.45,4919,0.615,0.7057,0.72866,0.576421
PQ,gist,960,4136,240,150,3429.28,5238,0.619,0.7072,0.73409,0.59239
PQ,gist,960,4136,240,160,3682.8,5554,0.62,0.7088,0.738559,0.607039
RabitQ,sift,128,2104,16,150,3618.29,5143,0.3808,0.48308,0.585852,0.645198
PQ,gist,960,4136,240,170,3578.34,5876,0.62,0.7111,0.742999,0.620454
PQ,gist,960,4136,240,180,3512.49,6191,0.621,0.7124,0.74648,0.632866
PQ,gist,960,4136,240,190,3041.26,6510,0.624,0.7143,0.74932,0.644198
PQ,gist,960,4136,240,200,3604.57,6827,0.626,0.7154,0.75207,0.654425
PQ,gist,960,4136,320,10,18579.6,682,0.465,0.4664,0.31085,0.132827
PQ,gist,960,4136,320,20,13322,1043,0.563,0.5825,0.43942,0.203721
PQ,gist,960,4136,320,30,10085.2,1387,0.615,0.6504,0.52442,0.261185
PQ,gist,960,4136,320,40,8247.22,1719,0.64,0.6863,0.584399,0.308998
PQ,gist,960,4136,320,50,6639.42,2050,0.661,0.7129,0.63081,0.351587
PQ,gist,960,4136,320,60,5644.96,2373,0.684,0.7304,0.66549,0.388696
PQ,gist,960,4136,320,70,4988.54,2703,0.698,0.7449,0.6926,0.422417
PQ,gist,960,4136,320,80,4506.35,3040,0.708,0.7558,0.71518,0.453806
PQ,gist,960,4136,320,90,4106.36,3371,0.711,0.7663,0.733601,0.481968
PQ,gist,960,4136,320,100,3780.43,3704,0.713,0.7738,0.74869,0.507587
PQ,gist,960,4136,320,110,3449.85,4030,0.714,0.778101,0.761069,0.53079
PQ,gist,960,4136,320,120,3288.4,4365,0.719,0.783301,0.77201,0.552516
PQ,gist,960,4136,320,130,3074.56,4697,0.721,0.787501,0.78063,0.572362
PQ,gist,960,4136,320,140,2889.5,5022,0.726,0.791401,0.78853,0.590361
PQ,gist,960,4136,320,150,2761.55,5348,0.727,0.794801,0.79509,0.607065
PQ,gist,960,4136,320,160,2633.37,5676,0.729,0.797301,0.80101,0.622736
PQ,gist,960,4136,320,170,2511.25,6000,0.729,0.799301,0.80579,0.637102
PQ,gist,960,4136,320,180,2403.99,6323,0.731,0.800301,0.810339,0.650628
PQ,gist,960,4136,320,190,2304.12,6650,0.731,0.801401,0.81406,0.663256
PQ,gist,960,4136,320,200,2650.63,6975,0.732,0.803301,0.81769,0.675071
RabitQ,sift,128,2105,16,160,3406.55,5470,0.3808,0.482519,0.585014,0.651552
PQ,gist,960,4136,480,10,22325.1,694,0.5,0.484,0.31607,0.135695
PQ,gist,960,4136,480,20,15732.9,1063,0.633,0.6156,0.44611,0.208401
PQ,gist,960,4136,480,30,11734.6,1407,0.703,0.6922,0.53377,0.266055
PQ,gist,960,4136,480,40,10147.7,1738,0.737,0.7343,0.59643,0.313996
PQ,gist,960,4136,480,50,8606.81,2072,0.767,0.7663,0.64593,0.357111
PQ,gist,960,4136,480,60,6802,2409,0.783,0.790201,0.68468,0.395095
PQ,gist,960,4136,480,70,6407.79,2742,0.796,0.807701,0.715191,0.42877
PQ,gist,960,4136,480,80,5656.88,3079,0.799,0.818701,0.74117,0.459958
PQ,gist,960,4136,480,90,5158.9,3417,0.809,0.829901,0.762761,0.488197
